id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
NQ1MHEGO,0AC0,Kitchen,6,7,Yes,"A person is sitting in the kitchen, playing on their laptop and smiling at something on the screen. They stand, putting their laptop away on a shelf, and pick up a pillow off the floor before leaving the room.",broom;chair;doorway;floor;laptop;pillow;shelf;table,"Person types on laptop, then stows laptop in shelf, grabs pillow and exits the room.",c010 11.60 19.70;c049 12.40 21.70;c076 12.10 20.40;c097 11.50 21.10;c078 27.20 26.54;c079 22.90 26.54;c081 17.90 25.70;c052 0.00 17.80;c154 16.40 23.90;c152 0.80 23.00;c046 13.80 20.20;c014 0.00 23.10;c059 0.00 22.30;c047 0.00 11.50;c051 8.10 19.00;c127 24.30 26.54;c010 0.00 19.30;c049 16.70 25.30;c076 23.20 26.54;c097 25.80 26.54,30.58,Yes,
4PTGOEGO,DZVP,Bedroom,4,7,Yes,"A person takes a blanket out of the wardrobe in a bedroom and throws it on the ground, then leaves the room.",blanket;closet/cabinet;door;floor;pillow;wardrobe,The person walked towards the closet and picked up a blanket and dropped it on the floor. The person walked out of the room.,c008 0.00 4.50;c141 8.20 13.50;c074 5.80 10.80;c073 2.60 7.70;c071 8.50 13.40;c079 8.00 13.62;c126 6.20 10.80;c113 0.00 4.80;c097 8.60 13.62;c070 3.30 10.20,12.29,Yes,10LP3
TAFRUEGO,7879,Dining room,6,7,Yes,A person is sitting at the table fixing their phone. They begin sneezing and run out of the room.,chair;phone;table,A person is on their phone at the table and runs away,c016 0.00 8.58;c154 8.80 8.58;c153 8.50 8.58;c150 7.40 8.58;c011 0.00 8.58;c009 1.70 8.58;c059 0.00 8.58;c015 4.50 8.58;c017 0.00 8.58,16.12,Yes,VL20E
1YH4UEGO,2CJ3,Kitchen,5,6,Yes,"A person puts a box of groceries onto the table. The person opens the box and begins removing items, which the person sets on a nearby desk.",box;groceries;stove;table,A person walks into the kitchen holding a box. The person the puts down the box and takes some groceries out. The person puts the groceries on top of a stove.,c042 3.60 11.60;c009 3.60 11.60;c009 9.20 16.10;c009 23.60 30.71;c130 3.60 11.60;c044 8.00 14.10;c044 15.70 21.50;c040 0.00 30.71,38.50,Yes,EIKUN
X08T8EGO,2CJ3,Home Office / Study (A room in a house used for work),4,3,Yes,"A person is working on their laptop at the desk.  The person takes a drink from a cup of coffee, and grasps the cup while they walk to the window to gaze outside.",chair;coffee;cup/glass/bottle;laptop;table;window,"A person sits at a table looking at a laptop and drinking coffee, they get up and walk to a window.",c011 0.00 13.00;c051 0.00 12.70;c154 8.50 15.80;c092 20.20 30.54;c107 1.60 11.00;c052 5.20 15.40;c059 9.90 22.30;c106 14.00 23.50;c110 17.80 26.30,34.42,Yes,T5JY8
JF68PEGO,ECGS,Kitchen,7,7,Yes,"One person opens a window, washes dishes, puts away food, then closes the window.",closet/cabinet;dish;food;shelf;sink;window,"A person walks towards the window and opens it, a person washing dishes in the sink, a person opens shelf and closes the window.",c113 20.70 27.20;c112 21.50 26.10;c092 0.50 5.40;c081 25.30 30.00;c121 12.20 20.60;c062 19.60 27.20;c090 24.50 33.80,42.33,Yes,3B81O
RMZ6BEGO,XH2Y,Kitchen,2,6,Yes,A person is grasping a sandwich above a stove and eats a bit of it.,food;sandwich,A person is standing in a kitchen eating a sandwich,c061 0.00 17.92;c156 0.00 17.92;c065 0.00 17.92;c154 0.00 17.92;c067 11.30 17.92;c063 7.50 17.92;c069 10.00 17.92,19.92,Yes,ALXUC
2EZPOEGO,DZVP,Kitchen,6,7,Yes,"A person is walking in, holding a coffee.  They take a sip, smile, and pick up their phone to make a call.",cell phone;cup;dish;door;glass mug;phone/camera;table,"Person opens a door and walks through the doorway into a kitchen. Person is smiling, holding a large glass coffee mug/cup. Person picks up a cell phone from a table and talks on the phone while walking",c118 0.00 10.75;c019 4.90 10.75;c152 6.30 10.75;c097 0.20 5.30;c016 3.90 10.75;c018 3.50 8.30;c015 3.60 10.75;c107 0.00 10.75;c106 0.00 6.50,10.83,Yes,TVBN3
WQS59EGO,ROBJ,Kitchen,3,5,Yes,A person is eating food out of the refrigerator. They grasp a drink on the top shelf of the fridge.,banana;cup/glass/bottle;food;refrigerator;water bottle,"A person walks up to a refrigerator, opens it up and takes out a banana. The person closes the refrigerator door before peeling open the banana and taking a bite. The person takes an orange water bottle from the top of the refrigerator.",c156 10.60 18.80;c142 5.40 16.70;c143 1.10 9.60;c063 3.50 15.90;c107 15.80 25.30;c061 6.00 15.20,28.04,Yes,SHP4R
U1DAEEGO,ROBJ,Bedroom,6,6,Yes,A person is in the bedroom fixing the desk. Then they sit down and start opening the book.,book;chair;chest;closet/cabinet;desk;floor;table,Person is repairing/fixing/screwing a knob into a wooden chest/desk. Person puts screwdriver down on floor and sits on floor. Person picks up a book from the floor and opens it. Person reads book.,c030 28.60 31.46;c014 0.00 30.90;c027 28.40 31.46;c151 25.50 31.46;c125 26.00 31.46;c032 30.50 31.46;c026 30.70 31.46;c059 7.40 22.70;c113 18.90 24.80;c009 9.80 21.70;c112 22.00 31.46,34.75,Yes,BWLA8
Z1X5DEGO,7879,Basement (A room below the ground floor),6,6,Yes,"After throwing clothes in washer, person picks up book that is lying in floor, before leaving room.",basket;book;box;broom;clothes;floor;light;stairs,A person turns on a light on their head and puts clothes in the dryer out of a basket on the floor then goes up stairs.,c104 2.50 8.00;c127 8.90 13.80;c030 16.20 22.80;c043 5.50 12.40;c100 15.40 23.40;c005 4.10 14.30;c000 0.00 8.20;c002 0.00 8.10;c001 2.30 8.00;c032 5.90 12.60;c026 7.00 23.40,21.33,Yes,5QXCO
O7OKREGO,CCI9,Stairs,4,7,Yes,"A person is working on their laptop by the stairs in their house. While doing that, a second person is walking down the stairs with a cup of coffee.",cup;laptop;stairs,"Two people are in the video, a person is walking down a stairs holding a cup, a person is sitting down using a laptop.",c047 0.00 19.00;c052 0.00 19.10;c107 0.00 30.67;c051 2.70 15.60;c047 2.70 10.70;c052 3.30 11.30;c107 7.60 16.10,30.54,Yes,YX0YS
7TWDWEGO,Y69C,Home Office / Study (A room in a house used for work),6,6,Yes,A person fixes some clothes on a desk then they takes some homework off a shelf.,book;clothes;paper;shelf;table;towel;window,Man puts towel down and walks to book shelf to pick up some papers,c009 0.00 8.50;c091 0.00 8.79;c116 0.00 7.10;c082 0.00 8.79;c002 0.00 8.79;c004 0.00 8.79;c026 0.00 8.79;c030 0.00 7.70;c028 0.00 8.20,20.00,Yes,KQYR0
B18IPEGO,7879,Hallway,4,6,Yes,A person is taking a phone and blanket and running away.,blanket;phone;towel,"A person walks in a room, grabs a blanket off a shelf and a phone and then quickly walks out the door.",c035 6.70 6.33;c018 8.60 6.33;c075 6.50 6.33;c073 5.80 6.33;c070 6.00 6.33;c071 1.20 6.33;c150 0.00 6.33,17.04,Yes,3VRTT
1UYFBEGO,2CJ3,Kitchen,5,6,Yes,A person is smiling while putting groceries on the table. Then they start cooking on the stove.,bag;food;groceries;stove;table,A person is standing in a kitchen holding a plastic bag. The person takes groceries out of the plastic bag and places them on the kitchen counter. The person wraps up the plastic bag and places it on the kitchen counter. The person that turns on the stove.,c130 0.00 24.60;c062 0.00 24.90;c009 0.00 7.80;c147 24.50 34.62;c021 0.00 8.30;c061 0.00 24.70,32.92,Yes,330ZE
HKKJCEGO,4I2W,Bedroom,7,7,Yes,"One person awakens, turns on the light, takes shoes and clothes, then walks to the doorknob.",bed;clothes;door;light;shoe,"A person is laying on a bed in a bedroom. He gets up from the bed, turns on a light switch, picks up some clothes, and the walks to the bedroom door as if to exit the room.",c146 10.20 18.40;c154 13.80 19.10;c104 5.90 11.90;c133 0.00 6.00;c000 20.50 26.10;c008 32.00 30.29;c141 33.60 30.29;c053 15.10 30.29;c002 20.30 30.29;c134 0.00 6.00;c056 15.20 21.80;c146 4.50 12.60;c154 4.30 13.70,35.92,Yes,2IS9G
VUQQPEGO,JZLM,Kitchen,6,7,Yes,A person puts dishes in the sink then pours dish liquid over them while talking on the phone.,dish;phone;sink,A person talks on the phone while standing in the kitchen and putting dishes in the sink.,c121 0.00 11.33;c119 0.00 10.30;c120 1.10 6.30;c118 0.00 8.60,13.08,Yes,NUSKJ
7VRU4EGO,ROBJ,Living room,5,7,Yes,A person playing with a broom in the living room suddenly decides to begin snuggling with a pillow.,broom;floor;pillow;sofa/couch,A person is standing and throwing a broom. The person sets the broom down and then picks up a pillow. The person begins to hug the pillow to their chest.,c099 3.10 13.50;c079 10.10 21.30;c098 0.00 13.30;c076 12.50 30.92;c078 17.50 30.92;c101 8.90 14.30;c122 0.00 30.92;c123 0.00 30.92;c126 0.00 30.92,34.17,Yes,RKGG5
E06QNEGO,PKND,Living room,4,4,Yes,Person A standing in a garage laughing with Person B.  Person A points out the window and grabs a nearby bag of groceries.,bag;window,"A person is in the living room, looks out the window to see another person outside. The person inside grabs a bag of groceries and carries it to the window. The two people are waving and smiling at each other.",c020 12.20 17.10;c152 12.20 24.10;c154 2.30 12.80;c023 5.90 10.80;c149 0.70 30.67;c092 0.00 30.67,30.42,Yes,CNS9B
09O6SEGO,2CJ3,Hallway,5,5,Yes,"One person throws a book on a table and eats something, then leaves the room with a cup of coffee.",book;chair;cup/glass/bottle;food;mug;sandwich;table,"A person is walking then puts his legs on a chair, a person throws a book om top of the table, a person takes the mug from the table.",c156 9.20 23.60;c063 8.90 17.10;c025 0.00 7.50;c031 3.20 9.30;c106 30.50 31.04;c116 0.60 14.70;c151 0.40 13.70;c154 0.00 12.20;c061 2.40 14.00;c010 14.30 31.04;c059 15.70 31.04;c065 0.40 31.04;c011 0.30 31.04;c032 0.00 8.00;c027 0.00 5.90;c026 0.00 7.80;c009 2.60 8.70;c110 25.50 31.04;c107 25.60 31.04;c062 11.80 18.40;c106 26.10 31.04,32.46,Yes,ORAT0
17XGZEGO,ICRY,Living room,7,7,Yes,A person is laughing while the sweep with a broom then smiling while they drink a glass of water.,broom;floor;glass;table,A person sweeps the floor while smiling before stopping to pick up a glass of water and takes a drink.,c098 0.00 26.50;c110 16.30 24.90;c152 0.00 26.50;c109 17.10 26.50;c106 17.10 26.50;c107 16.90 26.50;c149 12.10 25.70;c009 31.70 26.50;c102 0.00 19.00;c127 0.00 20.70;c106 23.30 26.50;c107 23.50 26.50,36.96,Yes,GP5CT
6B5P3EGO,OUKK,Bedroom,7,7,Yes,A person awakens then walks to the wardrobe while holding a blanket.,bed;blanket;closet/cabinet;door;pillow,"person is sleeping on their bed, then wake up and leaves the room holding a pillow",c146 16.00 23.30;c154 21.60 29.10;c078 0.00 25.20;c070 23.90 31.25;c073 23.50 31.25;c008 27.90 31.25;c113 28.60 31.25;c150 25.80 31.25;c072 0.00 24.40;c134 0.00 24.40,35.17,Yes,JX18W
MHU88EGO,OUKK,Home Office / Study (A room in a house used for work),7,7,Yes,A person is standing in the doorway of their office taking a picture of the sandwich with a phone.,book;doorway;food;phone;picture;stool,A person takes a picture of food on a stool.,c015 0.00 30.00;c087 16.70 29.20;c088 0.00 30.00;c016 0.00 30.00;c032 13.80 18.80;c156 14.30 19.30,34.58,Yes,16S3C
M7ZZDEGO,2CJ3,Hallway,4,6,Yes,A person is tidying a shelf in the hallway.  The person is throwing a blanket on the floor.,blanket;box/water cooler;closet/cabinet;clothes;floor;glass door;shelf;towel,Person is fixing/tidying/adjusting a glass door. Person picks up a curtain or blanket off of a box/water cooler and throws the curtain/blanket on the floor. Person adjusts the glass door again and walks away.,c126 21.90 27.80;c071 21.40 27.80;c070 19.90 26.30;c073 18.50 25.00;c074 21.00 27.10;c082 0.00 21.00;c036 21.30 27.40;c002 19.70 24.60;c114 0.00 19.20,30.17,Yes,64F1C
NQOGZEGO,UN1T,Living room,6,7,Yes,"A person is watching television. The person reaches for a box on the table and sits back on the couch, holding the box.",box;chair;sofa;table;television,"person is sitting on a sofa watching television, then stands and grab a box from a nearby table and sits again",c059 0.00 8.80;c132 0.00 9.10;c043 8.80 14.10;c040 9.50 30.75;c151 12.00 18.60;c151 19.40 25.60;c123 0.00 10.00;c154 6.40 13.10,29.42,Yes,7W66P
13O7OEGO,DN1S,Dining room,6,6,Yes,"A person grasps a box off the dining room chair, and puts it on the table.  They begin sweeping with the broom and start sneezing from the dust.",box;broom;floor;shelf;speaker;table,A standing person puts a Box on a table. Then the person starts to sweep the floor. While sweeping the person sneezes multiple times.,c042 0.90 9.80;c043 1.10 6.40;c102 8.90 29.92;c153 15.70 19.80;c045 3.60 10.30;c040 1.40 10.00;c009 2.80 9.80;c127 10.20 29.92,33.88,Yes,GANC6
84SOPEGO,ROBJ,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person awakens in their entryway holding a sandwich. They grab a towel, and run out of the room.",blanket;book;clothes;doorway;floor;food;left hand;sandwich;towel,"The person is laying, on their back, in the entryway. The person licks fingers on left hand, takes a bite of sandwich, jumps up, shakes towel and runs thru entryway.",c070 0.00 8.10;c067 0.00 25.75;c146 0.00 5.60;c065 2.60 9.10;c156 2.60 9.10;c154 19.40 25.20;c033 17.70 25.75;c026 8.80 24.40;c124 0.00 16.40;c150 18.00 22.00;c032 0.00 25.75;c002 14.30 25.75;c097 26.80 25.75;c125 13.10 25.75;c035 15.10 25.75;c029 5.80 25.75,33.88,Yes,98NYF
P37PHEGO,7879,Kitchen,7,7,Yes,A person walks through a doorway and stands in the kitchen before opening a cabinet. A person tidies the food in the cabinet.,cabinet;doorway;food;shelf,"person is walking through the entryway, open the cabinet and start looking fo something",c097 0.00 6.50;c113 8.20 15.71;c061 13.60 15.71;c082 11.50 15.71;c114 12.10 15.71,24.92,Yes,KXAIZ
F37VLEGO,OUKK,Bathroom,7,7,Yes,"A person is eating some food while drinking a cup of coffee. The person puts the food and coffee down, and sits down on the toilet.",chair;coffee;dish;food;glass;medicine,"A person eats something while holding a mug of coffee while standing in a bathroom, then set the cup on a washing machine and sit on a toilet.",c061 6.20 26.10;c106 12.70 27.00;c110 15.20 20.30;c109 21.20 26.10;c129 9.90 18.50;c107 0.00 22.00;c156 29.40 33.50;c151 28.00 33.50;c119 17.10 24.30;c059 28.70 33.50;c118 0.00 23.60,35.42,Yes,V6LP3
N0LW2EGO,PCAA,Laundry room,6,7,Yes,The person walks into the laundry room and set the basket of clothes on the cabinet.  They stand their watching the washer and dryer waiting for it to finish so they can change the laundry.,clothes;laundry basket;shelf,"Person enters room carrying laundry basket, sets laundry basket down waits for the dryer grows impatient, leaves room.",c001 6.20 11.00;c002 0.00 6.60;c005 15.90 27.21;c152 2.10 13.70;c000 0.00 13.20;c081 6.30 13.20,26.33,Yes,
5WDTWEGO,P2J3,Living room,2,5,Yes,A person is standing and eating food while looking at something on their phone.,bowl;dish;food;phone,A person is eating something from a bowl with their hand while holding a cell phone.,c063 0.00 34.46;c015 0.00 34.46;c061 0.00 34.46;c118 0.00 34.46;c156 0.00 34.46,42.88,Yes,38I4G
EBMSXEGO,T7C3,Bedroom,6,4,Yes,"A person is opening and then closing a window in a Home Office / Study, then that person is tidying a mirror, then they are smiling as they eat a sandwich while watching a tv.",dish;food;mirror;plate;sandwich;towel;window,A person open a widow for fresh air. Afterward the person clean a small handheld mirror and grab some food to eat on a plate.,c061 22.40 31.79;c092 0.10 8.50;c067 22.40 31.79;c036 18.90 23.40;c033 9.10 29.60;c093 9.00 29.90;c065 29.10 31.79;c089 6.10 13.90;c095 12.00 22.70;c154 29.30 31.79;c090 3.30 8.90;c035 5.80 24.60;c120 20.30 31.79;c038 8.10 24.10;c156 26.10 31.79;c118 22.20 31.79;c063 18.30 31.79;c152 26.70 31.79;c061 27.20 31.79;c092 3.50 10.10,35.33,Yes,
DGBKBEGO,BYF9,Bathroom,7,7,Yes,"A person is taking medicine and drinking water, then laughing and closing the door of a bathroom.",cup/glass/bottle;door;drink;food;medicine,"Person grabs pills from the shelf, consumes them with a drink and then closes the door.",c156 7.60 16.90;c128 0.70 17.40;c129 7.00 18.20;c006 24.10 28.12;c110 0.10 7.00;c106 14.30 23.80;c107 1.50 17.20;c109 11.10 17.20,32.00,Yes,T342T
F1JL8EGO,CCI9,Living room,6,7,Yes,One person runs in with a broom and a bag and sneezes as another person tidies up the room with a vacuum.,backpack;bag;broom;doorway;floor;vacuum,"The man is vacuuming the floor, the woman walks into the room holding a broom and a backpack",c097 1.70 7.40;c098 2.20 30.54;c127 0.00 30.54;c023 1.30 30.54;c097 4.20 13.00;c137 0.00 30.54;c020 1.30 30.54,30.92,Yes,3Z1YC
GBZ85EGO,BMXG,Kitchen,7,7,Yes,"A person is working in the kitchen, washing dishes at the sink while looking out the window.",cup/glass/bottle;dish;hands;sink;window,"a person washed four dishes including a metal bowl, a couple cups, and a spatula.",c139 5.10 9.50;c121 10.10 17.60;c092 3.20 7.70;c111 29.90 33.21;c107 29.40 33.21;c118 0.00 33.21;c139 7.60 18.70;c121 3.50 15.40;c092 25.40 32.10;c111 15.30 26.80;c107 17.10 24.80,32.38,Yes,Y9JWG
WJ8KHEGO,YW2Y,Home Office / Study (A room in a house used for work),7,7,Yes,A person in the hallway is dressing by putting a jacket on and then wrapping a towel on their head. They start drinking some coffee from a glass.,clothes;coffee;doorway;glass;hair;towel,A person puts on a jacket and dries hair with a towel then drinks coffee from a glass a few times.,c034 20.10 25.10;c000 0.50 8.90;c097 0.00 7.00;c110 24.00 36.25;c106 21.10 36.25;c154 0.00 36.25;c097 4.70 10.30;c148 0.50 9.90;c035 7.00 11.80;c033 7.20 25.10;c144 7.20 25.50;c038 12.20 26.20;c034 6.80 25.50;c000 7.00 24.70;c002 0.30 9.90,41.62,Yes,2JR26
