,Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
1768,36223,9118,304.23999,[OP030] Put down screwdriver,35851,9025,301.12,3.12,P06_R01,5,Put down screwdriver,OP030,R01,P06
1769,36494,9186,306.51999,[OP030] Catch component,36337,9147,305.20001,1.32,P06_R01,10,Take component,OP030,R01,P06
1770,37718,9494,316.79999,[OP030] Place PAL4019 on FIXT (x2),36604,9214,307.44,9.36,P06_R01,12,Assemble system,OP030,R01,P06
1771,38237,9625,321.16,[OP030] Take screwdriver,37818,9520,317.64001,3.52,P06_R01,4,Take screwdriver,OP030,R01,P06
1772,38875,9786,326.51999,[OP030] Screw PAL4019 with B820 (x2),38271,9634,321.44,5.08,P06_R01,12,Assemble system,OP030,R01,P06
1773,39180,9863,329.07999,[OP030] Put down screwdriver,38899,9792,326.72,2.36,P06_R01,5,Put down screwdriver,OP030,R01,P06
1774,39518,9948,331.92001,[OP030] Catch Cover CAPO (x2),39237,9877,329.56,2.36,P06_R01,6,Picking in front,OP030,R01,P06
1775,40366,10161,339.04001,[OP030] Place CAPO on P360-1(x2),39642,9979,332.95999,6.08,P06_R01,12,Assemble system,OP030,R01,P06
1776,40947,10307,343.92001,[OP030] Place CAPO on P360-1(x2),40561,10210,340.67999,3.24,P06_R01,12,Assemble system,OP030,R01,P06
1777,41571,10464,349.16,[OP040] Turn sheets,41028,10328,344.60001,4.56,P06_R01,3,Turn sheets,OP040,R01,P06
1778,42728,10756,358.88,[OP030] Put down Profile P360-1,41800,10522,351.07999,7.8,P06_R01,14,Put down subsystem,OP030,R01,P06
1779,42938,10808,360.64001,[OP040] Turn sheets,42823,10780,359.67999,0.96,P06_R01,3,Turn sheets,OP040,R01,P06
1780,46529,11712,390.79999,[OP040] Turn sheets,45233,11386,379.92001,10.88,P06_R01,3,Turn sheets,OP040,R01,P06
1781,47076,11850,395.39999,[OP040] Catch Fixation FIXA2,46786,11777,392.95999,2.44,P06_R01,6,Picking in front,OP040,R01,P06
1782,47157,11871,396.07999,[OP040] Put down component,47076,11850,395.39999,0.68,P06_R01,11,Put down component,OP040,R01,P06
1783,47533,11965,399.23999,[OP040] Catch Bolt B820,47181,11877,396.28,2.96,P06_R01,7,Picking left,OP040,R01,P06
1784,47633,11990,400.07999,[OP040] Catch component,47533,11965,399.23999,0.84,P06_R01,10,Take component,OP040,R01,P06
1785,49362,12426,414.60001,[OP040] Place FIXA2 on P360-2,47776,12026,401.28,13.32,P06_R01,12,Assemble system,OP040,R01,P06
1786,49877,12555,418.92001,[OP040] Take screwdriver,49381,12430,414.76001,4.16,P06_R01,4,Take screwdriver,OP040,R01,P06
1787,50472,12705,423.92001,[OP040] Screw FIXA2 with B820,49877,12555,418.92001,5.0,P06_R01,12,Assemble system,OP040,R01,P06
1788,50734,12771,426.12,[OP040] Put down screwdriver,50486,12708,424.04000999999994,2.08,P06_R01,5,Put down screwdriver,OP040,R01,P06
1789,51220,12893,430.20000999999996,[OP040] Turn sheets,50948,12825,427.92001,2.28,P06_R01,3,Turn sheets,OP040,R01,P06
1790,52215,13144,438.56,[OP040] Consult sheets,51767,13031,434.79999000000004,3.76,P06_R01,2,Consult sheets,OP040,R01,P06
1791,52729,13273,442.88,[OP040] Catch Strap clamps BRIT (x2),52353,13178,439.72,3.16,P06_R01,7,Picking left,OP040,R01,P06
1792,52820,13296,443.64000999999996,[OP040] Put down component,52729,13273,442.88,0.76,P06_R01,11,Put down component,OP040,R01,P06
1793,53634,13501,450.48000999999994,[OP040] Catch Fixation FIXL,53301,13417,447.67999000000003,2.8,P06_R01,6,Picking in front,OP040,R01,P06
1794,53701,13518,451.04000999999994,[OP040] Put down component,53634,13501,450.48000999999994,0.56,P06_R01,11,Put down component,OP040,R01,P06
1795,54044,13604,453.92001,[OP040] Catch Bolt B820PT,53791,13540,451.79999000000004,2.12,P06_R01,7,Picking left,OP040,R01,P06
1796,54101,13618,454.39999000000006,[OP040] Put down component,54044,13604,453.92001,0.48,P06_R01,11,Put down component,OP040,R01,P06
1797,54568,13736,458.32000999999997,[OP040] Catch component,54425,13700,457.12,1.2,P06_R01,10,Take component,OP040,R01,P06
1798,56720,14278,476.39999000000006,[OP040] Catch component,56558,14237,475.04000999999994,1.36,P06_R01,10,Take component,OP040,R01,P06
1799,56996,14347,478.72,[OP040] Place BRIT1 and BRIT2 on FIXL,56787,14294,476.95999000000006,1.76,P06_R01,12,Assemble system,OP040,R01,P06
1800,57120,14378,479.76000999999997,[OP040] Catch component,56996,14347,478.72,1.04,P06_R01,10,Take component,OP040,R01,P06
1801,57582,14495,483.64000999999996,[OP040] Place BRIT1 and BRIT2 on FIXL,57120,14378,479.76000999999997,3.88,P06_R01,12,Assemble system,OP040,R01,P06
1802,58306,14677,489.72,[OP040] Place FIXL on P360-2,57668,14516,484.35999000000004,5.36,P06_R01,12,Assemble system,OP040,R01,P06
1803,58454,14714,490.95999000000006,[OP040] Catch component,58311,14678,489.76000999999997,1.2,P06_R01,10,Take component,OP040,R01,P06
1804,59225,14908,497.44,[OP040] Take screwdriver,58911,14829,494.79999000000004,2.64,P06_R01,4,Take screwdriver,OP040,R01,P06
1805,59925,15085,503.32000999999997,[OP040] Screw FIXL with B820PT,59239,14912,497.56,5.76,P06_R01,12,Assemble system,OP040,R01,P06
1806,60235,15162,505.92001,[OP040] Put down screwdriver,59935,15087,503.39999000000006,2.52,P06_R01,5,Put down screwdriver,OP040,R01,P06
1807,61197,15405,514.0,[OP050] Turn sheets,60701,15280,509.84,4.16,P06_R01,3,Turn sheets,OP050,R01,P06
1808,61735,15540,518.52002,[OP050] Catch Profile P040,61473,15474,516.3200099999999,2.2,P06_R01,6,Picking in front,OP050,R01,P06
1809,61778,15551,518.88,[OP050] Put down component,61735,15540,518.52002,0.36,P06_R01,11,Put down component,OP050,R01,P06
1810,62278,15677,523.08002,[OP050] Catch Strap clamps BRIT (x2),61778,15551,518.88,4.2,P06_R01,7,Picking left,OP050,R01,P06
1811,62387,15704,524.0,[OP050] Put down component,62278,15677,523.08002,0.92,P06_R01,11,Put down component,OP050,R01,P06
1812,63149,15896,530.40002,[OP050] Catch Bolt B820PT,62916,15837,528.44,1.96,P06_R01,7,Picking left,OP050,R01,P06
1813,63454,15973,532.96002,[OP050] Put down component,63202,15909,530.84003,2.12,P06_R01,11,Put down component,OP050,R01,P06
1814,63773,16053,535.64001,[OP050] Catch component,63535,15993,533.64001,2.0,P06_R01,10,Take component,OP050,R01,P06
1815,64345,16197,540.44,[OP050] Place BRIT1 and BRIT2 on P040,64035,16119,537.84003,2.6,P06_R01,12,Assemble system,OP050,R01,P06
1816,64811,16314,544.35999,[OP050] Place BRIT1 and BRIT2 on P040,64554,16250,542.2000099999999,2.16,P06_R01,12,Assemble system,OP050,R01,P06
1817,65045,16373,546.3200099999999,[OP050] Catch component,64840,16322,544.59998,1.72,P06_R01,10,Take component,OP050,R01,P06
1818,66240,16674,556.35999,[OP050] Place P040 on P360-2,65188,16409,547.52002,8.84,P06_R01,12,Assemble system,OP050,R01,P06
1819,66631,16772,559.64001,[OP050] Take screwdriver,66245,16675,556.40002,3.24,P06_R01,4,Take screwdriver,OP050,R01,P06
1820,67478,16986,566.76001,[OP050] Screw P040 with B820PT,66631,16772,559.64001,7.12,P06_R01,12,Assemble system,OP050,R01,P06
1821,67807,17069,569.52002,[OP050] Put down screwdriver,67516,16995,567.08002,2.44,P06_R01,5,Put down screwdriver,OP050,R01,P06
1822,68521,17248,575.52002,[OP060] Consult sheets,68388,17215,574.40002,1.12,P06_R01,2,Consult sheets,OP060,R01,P06
1823,68874,17337,578.47998,[OP060] Catch Fixture key LARD,68598,17268,576.15997,2.32,P06_R01,7,Picking left,OP060,R01,P06
1824,68969,17361,579.28003,[OP060] Put down component,68874,17337,578.47998,0.8,P06_R01,11,Put down component,OP060,R01,P06
1825,69264,17435,581.76001,[OP060] Catch Fixation FIXA1,69026,17375,579.76001,2.0,P06_R01,6,Picking in front,OP060,R01,P06
1826,69321,17450,582.23999,[OP060] Put down component,69264,17435,581.76001,0.48,P06_R01,11,Put down component,OP060,R01,P06
1827,69831,17578,586.52002,[OP060] Catch Bolt B820 (x2),69350,17457,582.47998,4.04,P06_R01,7,Picking left,OP060,R01,P06
1828,69869,17588,586.84003,[OP060] Put down component,69831,17578,586.52002,0.32,P06_R01,11,Put down component,OP060,R01,P06
1829,69979,17615,587.76001,[OP060] Catch component,69869,17588,586.84003,0.92,P06_R01,10,Take component,OP060,R01,P06
1830,71155,17911,597.64001,[OP060] Place LARD on P040 (P360-2),70179,17666,589.44,8.2,P06_R01,12,Assemble system,OP060,R01,P06
1831,71584,18019,601.24,[OP060] Catch component,71360,17963,599.36,1.88,P06_R01,10,Take component,OP060,R01,P06
1832,73398,18476,616.48,[OP060] Place FIXA1 on P360-2,71836,18083,603.36,13.12,P06_R01,12,Assemble system,OP060,R01,P06
1833,73608,18529,618.24,[OP060] Catch component,73403,18477,616.52,1.72,P06_R01,10,Take component,OP060,R01,P06
1834,73970,18620,621.28,[OP060] Place FIXA1 on P360-2,73641,18537,618.52,2.76,P06_R01,12,Assemble system,OP060,R01,P06
1835,74517,18758,625.88,[OP060] Take screwdriver,73989,18625,621.44,4.44,P06_R01,4,Take screwdriver,OP060,R01,P06
1836,75008,18881,630.0,[OP060] Screw FIXA1 with B820,74517,18758,625.88,4.12,P06_R01,12,Assemble system,OP060,R01,P06
1837,75370,18972,633.04,[OP060] Put down screwdriver,75008,18881,630.0,3.04,P06_R01,5,Put down screwdriver,OP060,R01,P06
1838,75994,19129,638.28,[OP060] Turn sheets,75413,18983,633.4,4.88,P06_R01,3,Turn sheets,OP060,R01,P06
1839,77079,19403,647.4,[OP060] Consult sheets,76856,19346,645.52,1.88,P06_R01,2,Consult sheets,OP060,R01,P06
1840,77437,19492,650.4,[OP060] Catch Fixation FIXA2,77108,19410,647.64,2.76,P06_R01,6,Picking in front,OP060,R01,P06
1841,77465,19500,650.64,[OP060] Put down component,77437,19492,650.4,0.24,P06_R01,11,Put down component,OP060,R01,P06
1842,77784,19580,653.32,[OP060] Catch Bolt B820 (x2),77475,19502,650.72,2.6,P06_R01,7,Picking left,OP060,R01,P06
1843,77808,19586,653.52,[OP060] Catch component,77784,19580,653.32,0.2,P06_R01,10,Take component,OP060,R01,P06
1844,77860,19599,653.96,[OP060] Put down component,77808,19586,653.52,0.44,P06_R01,11,Put down component,OP060,R01,P06
1845,78699,19810,661.0,[OP060] Place FIXA2 on P360-2,77984,19630,655.0,6.0,P06_R01,12,Assemble system,OP060,R01,P06
1846,79156,19925,664.84,[OP060] Take screwdriver,78722,19816,661.2,3.64,P06_R01,4,Take screwdriver,OP060,R01,P06
1847,80103,20164,672.8,[OP060] Screw FIXA2 with B820,79165,19928,664.92,7.88,P06_R01,12,Assemble system,OP060,R01,P06
1848,80408,20241,675.36,[OP060] Put down screwdriver,80118,20167,672.92,2.44,P06_R01,5,Put down screwdriver,OP060,R01,P06
1849,81042,20400,680.68,[OP060] Place FIXA2 on P360-2,80589,20286,676.88,3.8,P06_R01,12,Assemble system,OP060,R01,P06
1850,81623,20546,685.56,[OP060] Take screwdriver,81061,20405,680.84,4.72,P06_R01,4,Take screwdriver,OP060,R01,P06
1851,82180,20686,690.24,[OP060] Screw FIXA2 with B820,81623,20546,685.56,4.68,P06_R01,12,Assemble system,OP060,R01,P06
1852,82518,20772,693.08,[OP060] Put down screwdriver,82180,20686,690.24,2.84,P06_R01,5,Put down screwdriver,OP060,R01,P06
1853,83466,21010,701.04,[OP070] Consult sheets,83023,20899,697.32,3.72,P06_R01,2,Consult sheets,OP070,R01,P06
1854,83994,21143,705.48,[OP070] Consult sheets,83580,21039,702.0,3.48,P06_R01,2,Consult sheets,OP070,R01,P06
1855,84780,21341,712.08,[OP070] Consult sheets,84504,21272,709.76,2.32,P06_R01,2,Consult sheets,OP070,R01,P06
1856,85333,21480,716.72,[OP060] Take screwdriver,84966,21388,713.64,3.08,P06_R01,4,Take screwdriver,OP060,R01,P06
1857,86318,21728,725.0,[OP060] Screw FIXA2 with B820,85552,21535,718.56,6.44,P06_R01,12,Assemble system,OP060,R01,P06
1858,86699,21824,728.2,[OP060] Put down screwdriver,86347,21735,725.24,2.96,P06_R01,5,Put down screwdriver,OP060,R01,P06
1859,87433,22009,734.36,[OP060] Place FIXA2 on P360-2,86990,21897,730.64,3.72,P06_R01,12,Assemble system,OP060,R01,P06
1860,87885,22123,738.16,[OP060] Take screwdriver,87433,22009,734.36,3.8,P06_R01,4,Take screwdriver,OP060,R01,P06
1861,88809,22355,745.92,[OP060] Screw FIXA2 with B820,87952,22139,738.72,7.2,P06_R01,12,Assemble system,OP060,R01,P06
1862,89147,22440,748.76,[OP060] Put down screwdriver,88828,22360,746.08,2.68,P06_R01,5,Put down screwdriver,OP060,R01,P06
1863,90809,22859,762.72,[OP070] Catch P360-1,90528,22788,760.36,2.36,P06_R01,13,Take subsystem,OP070,R01,P06
1864,92248,23221,774.8,[OP070] Catch Disk DI2T,92029,23166,772.96,1.84,P06_R01,6,Picking in front,OP070,R01,P06
1865,92633,23318,778.04,[OP070] Place DI2T on P360-2,92248,23221,774.8,3.24,P06_R01,12,Assemble system,OP070,R01,P06
1866,94195,23711,791.16,[OP070] Consult sheets,93753,23600,787.44,3.72,P06_R01,2,Consult sheets,OP070,R01,P06
1867,95919,24145,805.64,[OP070] Catch Bolt B835,95419,24019,801.44,4.2,P06_R01,7,Picking left,OP070,R01,P06
1868,95962,24156,806.0,[OP070] Put down component,95919,24145,805.64,0.36,P06_R01,11,Put down component,OP070,R01,P06
1869,96296,24240,808.8,[OP070] Catch Nut ECR8,96015,24169,806.44,2.36,P06_R01,7,Picking left,OP070,R01,P06
1870,96924,24398,814.08,[OP070] Consult sheets,96343,24252,809.2,4.88,P06_R01,2,Consult sheets,OP070,R01,P06
1871,97639,24578,820.08,[OP070] Consult sheets,97353,24506,817.68,2.4,P06_R01,2,Consult sheets,OP070,R01,P06
1872,97891,24641,822.2,[OP070] Catch component,97696,24592,820.56,1.64,P06_R01,10,Take component,OP070,R01,P06
1873,97948,24656,822.68,[OP070] Put down component,97891,24641,822.2,0.48,P06_R01,11,Put down component,OP070,R01,P06
1874,98086,24690,823.84,[OP070] Catch component,97948,24656,822.68,1.16,P06_R01,10,Take component,OP070,R01,P06
1875,98534,24803,827.6,[OP070] Place DI2T on P360-2,98091,24692,823.88,3.72,P06_R01,12,Assemble system,OP070,R01,P06
1876,100315,25252,842.56,[OP070] Place ECR8 on DI2T,99882,25142,838.92,3.64,P06_R01,12,Assemble system,OP070,R01,P06
1877,100763,25364,846.32,[OP070] Take screwdriver,100391,25271,843.2,3.12,P06_R01,4,Take screwdriver,OP070,R01,P06
1878,101568,25567,853.08,[OP070] Screw P360-2 with B835,100763,25364,846.32,6.76,P06_R01,12,Assemble system,OP070,R01,P06
1879,101925,25657,856.08,[OP070] Put down screwdriver,101587,25572,853.24,2.84,P06_R01,5,Put down screwdriver,OP070,R01,P06
1880,102977,25922,864.92,[OP070] Turn sheets,102353,25765,859.68,5.24,P06_R01,3,Turn sheets,OP070,R01,P06
1881,104697,26354,879.36,[OP070] Put down Lower Part,103163,25968,866.48,12.88,P06_R01,14,Put down subsystem,OP070,R01,P06
1882,923,233,7.76,[OP010] Turn sheets,605,152,5.08,2.68,P07_R01,3,Turn sheets,OP010,R01,P07
1883,1147,289,9.64,[OP010] Consult sheets,1062,267,8.92,0.72,P07_R01,2,Consult sheets,OP010,R01,P07
1884,1399,352,11.76,[OP010] Catch Bolt B820,1185,299,9.96,1.8,P07_R01,7,Picking left,OP010,R01,P07
1885,1576,397,13.24,[OP010] Catch Fixation FIXA1,1399,352,11.76,1.48,P07_R01,6,Picking in front,OP010,R01,P07
1886,1618,408,13.6,[OP010] Put down component,1576,397,13.24,0.36,P07_R01,11,Put down component,OP010,R01,P07
1887,1818,458,15.28,[OP010] Catch Fixture key LARD,1628,410,13.68,1.6,P07_R01,7,Picking left,OP010,R01,P07
1888,2133,537,17.92,[OP010] Turn sheets,1942,489,16.32,1.6,P07_R01,3,Turn sheets,OP010,R01,P07
1889,2451,617,20.6,[OP010] Place LARD on Profile P360-1,2232,562,18.76,1.84,P07_R01,12,Assemble system,OP010,R01,P07
1890,2599,655,21.84,[OP010] Catch component,2485,626,20.88,0.96,P07_R01,10,Take component,OP010,R01,P07
1891,2989,753,25.12,[OP010] Turn sheets,2613,658,21.96,3.16,P07_R01,3,Turn sheets,OP010,R01,P07
1892,3342,842,28.08,[OP010] Place FIXA1 on LARD at 160mm,3156,795,26.52,1.56,P07_R01,12,Assemble system,OP010,R01,P07
1893,3527,888,29.64,[OP010] Take measuring rod,3342,842,28.08,1.56,P07_R01,8,Take measuring rod,OP010,R01,P07
1894,3908,984,32.84,[OP010] Place FIXA1 on LARD at 160mm,3527,888,29.64,3.2,P07_R01,12,Assemble system,OP010,R01,P07
1895,4108,1035,34.52,[OP010] Put down measuring rod,3927,989,33.0,1.52,P07_R01,9,Put down measuring rod,OP010,R01,P07
1896,4322,1089,36.32,[OP010] Take screwdriver,4146,1044,34.84,1.48,P07_R01,4,Take screwdriver,OP010,R01,P07
1897,4589,1156,38.56,[OP010] Screw FIXA1 with B820,4322,1089,36.32,2.24,P07_R01,12,Assemble system,OP010,R01,P07
1898,4774,1202,40.12,[OP010] Put down screwdriver,4589,1156,38.56,1.56,P07_R01,5,Put down screwdriver,OP010,R01,P07
1899,5279,1329,44.36,[OP020] Turn sheets,5079,1279,42.68,1.68,P07_R01,3,Turn sheets,OP020,R01,P07
1900,5393,1358,45.32,[OP020] Consult sheets,5279,1329,44.36,0.96,P07_R01,2,Consult sheets,OP020,R01,P07
1901,5698,1435,47.88,[OP020] Catch Fixture key LARD,5436,1369,45.68,2.2,P07_R01,7,Picking left,OP020,R01,P07
1902,5736,1445,48.2,[OP020] Put down component,5698,1435,47.88,0.32,P07_R01,11,Put down component,OP020,R01,P07
1903,5974,1504,50.2,[OP020] Catch Fixation FIXA1,5736,1445,48.2,2.0,P07_R01,6,Picking in front,OP020,R01,P07
1904,6007,1513,50.48,[OP020] Put down component,5974,1504,50.2,0.28,P07_R01,11,Put down component,OP020,R01,P07
1905,6093,1534,51.2,[OP020] Catch component,6007,1513,50.48,0.72,P07_R01,10,Take component,OP020,R01,P07
1906,6326,1593,53.16,[OP020] Consult sheets,6093,1534,51.2,1.96,P07_R01,2,Consult sheets,OP020,R01,P07
1907,7007,1765,58.88,[OP020] Place LARD on P360-1,6393,1610,53.72,5.16,P07_R01,12,Assemble system,OP020,R01,P07
1908,7307,1840,61.4,[OP020] Catch component,7083,1784,59.52,1.88,P07_R01,10,Take component,OP020,R01,P07
1909,7640,1924,64.2,[OP020] Place FIXA1 on LARD at 160mm,7459,1879,62.68,1.52,P07_R01,12,Assemble system,OP020,R01,P07
1910,7792,1962,65.48,[OP020] Take measuring rod,7640,1924,64.2,1.28,P07_R01,8,Take measuring rod,OP020,R01,P07
1911,8168,2057,68.64,[OP020] Place FIXA1 on LARD at 160mm,7792,1962,65.48,3.16,P07_R01,12,Assemble system,OP020,R01,P07
1912,8292,2088,69.68,[OP020] Put down measuring rod,8168,2057,68.64,1.04,P07_R01,9,Put down measuring rod,OP020,R01,P07
1913,8492,2139,71.36,[OP020] Take screwdriver,8330,2098,70.0,1.36,P07_R01,4,Take screwdriver,OP020,R01,P07
1914,8697,2190,73.08,[OP020] Screw FIXA1 with B820,8492,2139,71.36,1.72,P07_R01,12,Assemble system,OP020,R01,P07
1915,8840,2226,74.28,[OP020] Put down screwdriver,8697,2190,73.08,1.2,P07_R01,5,Put down screwdriver,OP020,R01,P07
1916,9477,2387,79.64,[OP030] Consult sheets,9306,2344,78.2,1.44,P07_R01,2,Consult sheets,OP030,R01,P07
1917,10020,2523,84.2,[OP030] Catch Pillow block bearing PAL4019 (x2),9596,2417,80.64,3.56,P07_R01,6,Picking in front,OP030,R01,P07
1918,10106,2545,84.92,[OP030] Put down component,10020,2523,84.2,0.72,P07_R01,11,Put down component,OP030,R01,P07
1919,10334,2603,86.84,[OP030] Catch Fixture key LARD (x2),10106,2545,84.92,1.92,P07_R01,7,Picking left,OP030,R01,P07
1920,10387,2616,87.28,[OP030] Put down component,10334,2603,86.84,0.44,P07_R01,11,Put down component,OP030,R01,P07
1921,10591,2667,89.0,[OP030] Catch Cover CAPO (x2),10387,2616,87.28,1.72,P07_R01,10,Take component,OP030,R01,P07
1922,10639,2679,89.4,[OP030] Put down component,10591,2667,89.0,0.4,P07_R01,11,Put down component,OP030,R01,P07
1923,12267,3089,103.08,[OP030] Catch Fixation FIXT (x2),11996,3021,100.8,2.28,P07_R01,6,Picking in front,OP030,R01,P07
1924,12391,3120,104.12,[OP030] Put down component,12267,3089,103.08,1.04,P07_R01,11,Put down component,OP030,R01,P07
1925,12962,3264,108.92,[OP030] Catch Bolt B840 (x2),12438,3132,104.52,4.4,P07_R01,7,Picking left,OP030,R01,P07
1926,12995,3273,109.2,[OP030] Put down component,12962,3264,108.92,0.28,P07_R01,11,Put down component,OP030,R01,P07
1927,13233,3333,111.2,[OP030] Catch component,13086,3296,109.96,1.24,P07_R01,10,Take component,OP030,R01,P07
1928,13466,3391,113.16,[OP030] Place FIXT on LARD (x2),13233,3333,111.2,1.96,P07_R01,12,Assemble system,OP030,R01,P07
1929,13538,3409,113.76,[OP030] Put down component,13466,3391,113.16,0.6,P07_R01,11,Put down component,OP030,R01,P07
1930,13766,3467,115.68,[OP030] Place PAL4019 on FIXT (x2),13538,3409,113.76,1.92,P07_R01,12,Assemble system,OP030,R01,P07
1931,13881,3496,116.64,[OP030] Catch component,13766,3467,115.68,0.96,P07_R01,10,Take component,OP030,R01,P07
1932,14033,3534,117.92,[OP030] Place PAL4019 on FIXT (x2),13881,3496,116.64,1.28,P07_R01,12,Assemble system,OP030,R01,P07
1933,14323,3607,120.36,[OP030] Catch component,14033,3534,117.92,2.44,P07_R01,10,Take component,OP030,R01,P07
1934,14456,3641,121.48,[OP030] Place PAL4019 on FIXT (x2),14328,3608,120.4,1.08,P07_R01,12,Assemble system,OP030,R01,P07
1935,14580,3672,122.52,[OP030] Catch component,14456,3641,121.48,1.04,P07_R01,10,Take component,OP030,R01,P07
1936,14785,3723,124.24,[OP030] Put down component,14742,3713,123.88,0.36,P07_R01,11,Put down component,OP030,R01,P07
1937,14990,3775,125.96,[OP030] Catch component,14794,3726,124.32,1.64,P07_R01,10,Take component,OP030,R01,P07
1938,15142,3813,127.24,[OP030] Consult sheets,14990,3775,125.96,1.28,P07_R01,2,Consult sheets,OP030,R01,P07
1939,15770,3972,132.52,[OP030] Place LARD on P360-1 (x2),15285,3849,128.44,4.08,P07_R01,12,Assemble system,OP030,R01,P07
1940,15956,4018,134.08,[OP030] Catch component,15827,3986,133.0,1.08,P07_R01,10,Take component,OP030,R01,P07
1941,16713,4209,140.44,[OP030] Place CAPO on P360-1(x2),15975,4023,134.24001,6.2,P07_R01,12,Assemble system,OP030,R01,P07
1942,16927,4263,142.24001,[OP030] Catch component,16765,4222,140.88,1.36,P07_R01,10,Take component,OP030,R01,P07
1943,17436,4391,146.52,[OP030] Place PAL4019 on FIXT (x2),17070,4299,143.44,3.08,P07_R01,12,Assemble system,OP030,R01,P07
